,EWE,ENGLISH
22510,"52 Ewɔ nu si nye vɔ̃ le Yehowa ŋkume, eye wòto fofoa kple dadaa kpakple Yeroboam, Nebat vi, si he Israel de nu vɔ̃ me la, ƒe ʋe me. 53 Esubɔ Baal hede ta agu nɛ, eye wòdo dziku na Yehowa, Israel ƒe Mawu la, abe ale si tututu fofoa wɔ ene.","52 22:53 And he did what displeased Jehovah, and followed his father’s path and his mother’s, and the path of Jeroboam the son of Nebat, who made Israel sin, 53 22:54 and worshiped the Baal and did reverence to him, and provoked Israel’s God Jehovah just as his father had done."
22511,2 Fiawo,2 Kings
22512,1:1-18,1:1-18
22513,"1 Le Ahab ƒe ku megbe la, Moab dze aglã ɖe Israel ŋu.",1 And Moab rebelled against Israel after Ahab’s death.
22514,"2 Ɣemaɣie Ahaziya ge tso eƒe xɔtaxɔ ƒe fesre si nu wotsɔ adzrala xe la nu le Samaria, eye wòxɔ abi vevie. Eya ta edɔ amewo hegblɔ na wo be: “Miheyi ɖabia nu Ekrontɔwo ƒe mawu Baal-Zebub be mahaya tso abi si mexɔ me hã.” 3 Ke Yehowa ƒe dɔla gblɔ na Eliya, Tisbitɔ be: “Tso nàɖakpe Samaria-fia ƒe ame dɔdɔwo, eye nàbia wo be: ‘Esi Mawu aɖeke mele Israel o tae mieyina nu bia ge Ekrontɔwo ƒe mawu Baal-Zebub ɖoa? 4 Eya ta ale Yehowa gblɔe nye esi: “Aba si dzi nèle la, màfɔ le edzi o, elabena àku godoo.”’” Ale Eliya yi.","2 And Ahaziah fell through the lattice of his roof-chamber in Samaria, and suffered internal injuries; and he sent men with the commission “Go inquire of Baal-Zebub the god of ʽEkron whether I shall recover from this ailment of mine.” 3 And the Angel of Jehovah told Elijah the Tishbite “Go up to meet the messengers of the king of Samaria, and tell them ‘Is it for want of any such thing as a God in Israel that you are going to inquire of Baal-Zebub the god of ʽEkron? 4 therefore Jehovah says, The bed you have got into you shall not get out of, but die’”; and Elijah went away."
22515,"5 Esi ame dɔdɔawo trɔ gbɔ va fia gbɔ la, enumake ebia wo be: “Nu ka tae mietrɔ?” 6 Woɖo eŋu nɛ be: “Ŋutsu aɖe va do go mí gblɔ na mí be, ‘Migbugbɔ yi fia si dɔ mi la gbɔ miagblɔ nɛ be, “Ale Yehowa gblɔe nye esi: ‘Esi Mawu aɖeke mele Israel o tae nèdɔ be woaɖabia nu Ekrontɔwo ƒe mawu Baal-Zebub ɖoa? Eya ta aba si dzi nèle la, màfɔ le edzi o, elabena àku godoo.’”’” 7 Eye wòbia wo be: “Aleke ŋutsu si va do go mi gblɔ nya siawo na mi la le?” 8 Woɖo eŋu nɛ be: “Ŋutsua do lãfuwu, eye lãgbalẽlidziblanu le ali nɛ.” Enumake egblɔ be: “Eliya, Tisbitɔ lae.” 9 Eye wòdɔ ame blaatɔ̃ ƒe amegã kple eƒe ame blaatɔ̃awo ɖo ɖe egbɔ.","5 And the messengers went back to him, and he said to them “What does your coming back mean?” 6 and they said to him “A man came up to meet us and said to us ‘Go back to the king who sent you and tell him “Says Jehovah, Is it for want of any such thing as a God in Israel that you are sending to inquire of Baal-Zebub the god of ʽEkron? therefore the bed you have got into you shall not get out of, but die.”’” 7 And he said to them “What type of man was it that came up to meet you and told you these things?” 8 and they said to him “A hairy man with a leather breechclout tied round him”; and he said “It is Elijah the Tishbite,” 9 and sent a captain of fifty for him, with his fifty."
22516,"Esi wòlia to la yi egbɔ la, ekpɔe wòbɔbɔ nɔ toa tame. Eye amegã la gblɔ nɛ be: “Mawu vavã la ƒe ame, fia la be, ‘Ði va!’” 10 Eliya ɖo eŋu na ame blaatɔ̃ ƒe amegã la be: “Ne Mawu ƒe amee menye la, ekema dzo netso dziƒo wòafiã wò kple wò ame blaatɔ̃awo!” Eye dzo tso dziƒo va fiã eya kple eƒe ame blaatɔ̃awo.","And he went up to him and found him sitting on a mountaintop, and told him “Man of God, the king has spoken: come down.” 10 And Elijah answered the captain of fifty “Well, if I am a man of God, let fire come down out of the sky and consume you and your fifty”; and it did."
22517,"11 Eye fia la gadɔ ame blaatɔ̃ ƒe amegã bubu kple eƒe ame blaatɔ̃awo ɖo ɖe egbɔ. Eye amegã la yi ɖagblɔ nɛ be: “Mawu vavã la ƒe ame, ale fia la gblɔe nye esi, ‘Ði va fifi laa!’” 12 Ke Eliya ɖo eŋu na wo be: “Ne Mawu ƒe amee menye la, ekema dzo netso dziƒo wòafiã wò kple wò ame blaatɔ̃awo!” Eye Mawu ƒe dzo tso dziƒo va fiã eya kple eƒe ame blaatɔ̃awo.","11 And he tried again and sent another captain of fifty for him, with his fifty; and he told him “Man of God, by order of the king, come down at once”; 12 and Elijah answered him “If I am a man of God, let fire come down out of the sky and consume you and your fifty”; and it did."
22518,"13 Eye fia la gadɔ ame blaatɔ̃ ƒe amegã etɔ̃lia kple eƒe ame blaatɔ̃awo ɖo ɖa. Esi ame blaatɔ̃ ƒe amegã etɔ̃lia yi la, edze klo ɖe Eliya ŋkume, eƒo koko nɛ be wòave ye nu hegblɔ nɛ be: “Mawu vavã la ƒe ame, meɖe kuku, na nye agbe kple wò dɔla blaatɔ̃ siawo ƒe agbe naxɔ asi le ŋkuwòme. 14 Kpɔ ɖa, dzo tso dziƒo va fia ame blaatɔ̃ ƒe amegã eve gbãtɔawo kple woƒe ame blaatɔ̃awo; ke azɔ la, na nye agbe naxɔ asi le ŋkuwòme.” 15 Eye Yehowa ƒe dɔla gblɔ na Eliya be: “Ði nàyi kplii. Mègavɔ̃e o.” Ale wòtso, eye eya kplii woyi fia la gbɔ. 16 Eye Eliya gblɔ na fia la be, “Ale Yehowa gblɔe nye esi: ‘Èdɔ amewo be woabia nu Ekrontɔwo ƒe mawu Baal-Zebub. Esi Mawu aɖeke mele Israel woabia gbee o taea? Nu ka tae mèbia gbee o?","13 And he tried again and sent a third captain of fifty with his fifty; and the third captain of fifty came and knelt in Elijah’s presence and made his petition to him in the words “Man of God, please regard my life and the lives of these servants of yours as of value; 14 fire has come down out of the sky and consumed the two other captains of fifties; but now regard my life as of value.” 15 And the Angel of Jehovah told Elijah “Go down with him, do not be afraid of him”; and he rose and went down with him to the king, 16 and told him “Says Jehovah, Since you sent messengers to inquire of Baal-Zebub the god of ʽEkron, therefore the bed you have got into you shall not get out of, but die.” 17 And he died in accordance with Jehovah’s prediction that Elijah gave."
22519,"18 Ke Ahaziya ŋutinya susɔeawo kple nu siwo wòwɔ la, woŋlɔ wo ɖe Israel-fiawo ƒe ŋutinyagbalẽ me.","18 And as to the rest of the history of Ahaziah, what he did, it is recorded in the chronicles of the kings of Israel."
22520,2 Fiawo,2 Kings
22521,2:1-25,2:1-25
22522,"2 Esime Yehowa le Eliya kɔ ge ato ahom me ayi dziƒo la, Eliya kple Elisa dze mɔ tso Gilgal. 2 Eye Eliya gblɔ na Elisa be: “Meɖe kuku, nɔ afi sia, elabena Yehowa dɔm ɖe Betel.” Ke Elisa gblɔ be: “Zi ale si Yehowa le agbe, eye wò hã nèle agbe la, nyemagblẽ wò ɖi o.” Ale woyi Betel.","2 And when Jehovah was taking Elijah up to the sky in a tempest, Elijah and Elishaʽ went out from the Gilgal, 2 and Elijah said to Elishaʽ “Stay here, because Jehovah has sent me to Bethel”; and Elishaʽ said “By Jehovah and by your life, I will not leave you”; and they went down to Bethel."
22523,"Mizi ɖoɖoe.” 4 Azɔ Eliya gblɔ nɛ be: “Elisa, meɖe kuku, nɔ afi sia, elabena Yehowa dɔm ɖe Yeriko.” Ke egblɔ be: “Zi ale si Yehowa le agbe, eye wò hã nèle agbe la, nyemagblẽ wò ɖi o.” Ale woyi Yeriko. 5 Eye nyagblɔɖilawo ƒe vi siwo le Yeriko la te ɖe Elisa ŋu hebiae be: “Ènya be Yehowa le wò aƒetɔ kple wò tatɔ la kɔ ge adzoe egbea?” Eɖo eŋu be: “Ɛ̃, menya.","3 And the members of the prophets’ fellowship at Bethel came out to Elishaʽ and said to him “Do you know that today Jehovah is taking away your master from over you?” and he said “I know it myself: don’t talk.” 4 And Elijah said to him “Elishaʽ, stay here, because Jehovah has sent me to Jericho”; and he said “By Jehovah and by your life, I will not leave you”; and they came to Jericho."
22524,"Mizi ɖoɖoe.” 6 Azɔ Eliya gblɔ nɛ be: “Meɖe kuku, nɔ afi sia, elabena Yehowa dɔm ɖe Yordan nu.” Ke egblɔ be: “Zi ale si Yehowa le agbe, eye wò hã nèle agbe la, nyemagblẽ wò ɖi o.” Ale wo ame eve la woyi.","5 And the members of the prophets’ fellowship at Jericho approached Elishaʽ and said to him “Do you know that today Jehovah is taking away your master from over you?” and he said “I know it myself; don’t talk.” 6 And Elijah said to him “Stay here, because Jehovah has sent me to the Jordan”; and he said “By Jehovah and by your life, I will not leave you”; and the two went on."
22525,7 Nyagblɔɖilawo ƒe vi blaatɔ̃ hã yi ɖatɔ ɖe adzɔge nɔ wo kpɔm esime wo ame evea wotɔ ɖe Yordan nu.,"7 And fifty men, members of the prophets’ fellowship, went and stood opposite at a distance."
22526,"8 Eye Eliya ɖe nyagblɔɖila ƒe awu si wòdo la heŋlɔe tsɔ ƒo tsi la dzi, eye wòma ɖe akpa eve yi ɖusi kple mia me, ale be wo ame evea woto ƒuƒuiƒe tsoe.","And the two stopped by the Jordan; 8 and Elijah took his mantle and rolled it up and struck the water, and the water split apart and the two went across dry-shod."
22527,"Ne èkpɔm wokɔm dzoe le gbɔwò la, ekema ava eme na wò nenema; ke ne mèkpɔm o la, ekema mava eme o.” 11 Esi wole dze ɖom le yiyim la, kpɔ ɖa, dzotasiaɖam kple dzosɔwoe nye esi va klã wo ame evea dome, eye Eliya to ahom la me yi dziƒo. 12 Esi Elisa le ekpɔm la, edo ɣli be: “Fofonye, fofonye!","9 And when they had gone across, Elijah said to Elishaʽ “Ask for what I shall do for you before I am taken from you”; and Elishaʽ said “Let a double portion of your spirit come to me.” 10 And he said “You have asked for a hard thing: if you see me taken from you, have it so; and if not, you shall not.” 11 And as they went on, talking as they went, in came chariots of fire and ponies of fire and separated the two, and Elijah went up to the sky in a tempest, 12 with Elishaʽ looking on and crying out “Father, father, Israel’s chariots and cavalry!”"
22528,Israel ƒe aʋatasiaɖam kple eƒe sɔdolawo!”,and he saw no more of him.
22529,"13 Emegbe etsɔ nyagblɔɖila Eliya ƒe awu si ge le eŋu la, eye wòtrɔ yi ɖatɔ ɖe Yordan nu.",13 And he took hold of his clothes and tore them in two.
22530,"14 Eye wòtsɔ Eliya ƒe awu si ge le eŋu la ƒo tsia dzi gblɔ be: “Afi kae Yehowa, Eliya ƒe Mawu la le?”","14 And he took up Elijah’s mantle, which had fallen off him, and went back and stood on the bank of the Jordan."
22531,"Esi Elisa ƒo tsia dzi la, ema ɖe eve yi ɖusi kple mia me, eye wòtsoe. 15 Esi nyagblɔɖilawo ƒe vi siwo le Yeriko kpɔe le adzɔge ɖaa la, wogblɔ be: “Eliya ƒe gbɔgbɔ va Elisa dzi.” Eya ta wova kpee, eye wotsyɔ mo anyi ɖe eŋkume.","And he took Elijah’s mantle which had fallen off him and struck the water, and said “Where is Elijah’s God Jehovah, O where?” and he struck the water, and the water split apart and Elishaʽ went across."
22532,"16 Eye wogblɔ nɛ be: “Kpɔ ɖa, ŋutsu kalẽtɔ blaatɔ̃ le wò subɔviwo gbɔ afii. Míeɖe kuku, na woayi aɖadi wò aƒetɔ la. Ðewohĩ Yehowa ƒe gbɔgbɔ la kɔe yi ɖada ɖe toawo dometɔ aɖe dzi alo baliawo dometɔ aɖe me.”","15 And the members of the prophets’ fellowship at Jericho saw it, and said “Elijah’s spirit rests on Elishaʽ,” and came to meet him and put their heads to the ground in reverence to him; 16 and they said to him “Here, your servants have with them fifty stalwart men: let them go and look for your master, in case Jehovah’s spirit should have lifted him away and thrown him on one of the mountains or in one of the valleys.”"
22533,"Ke egblɔ be: “Migadɔ wo ɖa o.” 17 Ke woƒoe ɖe enu va se ɖe esime wòtii, eye wògblɔ be: “Midɔ wo ɖa.”","And he said “You shall not send.” 17 But they urged him till it grew awkward, and he said “Send them”; and they sent fifty men, and they searched three days, but did not find him."
22534,"Ale wodɔ ŋutsu blaatɔ̃ ɖa; eye wodii ŋkeke etɔ̃ sɔŋ, ke womekpɔe o. 18 Wotrɔ gbɔ va egbɔ esime wònɔ Yeriko.","18 And they came back to him, while he was staying at Jericho; and he said to them “Did I not tell you ‘Do not go’?”"
22535,"19 Le ɣeyiɣi aɖe megbe la, dua me tɔwo gblɔ na Elisa be: “Kpɔ ɖa, du la le teƒe nyui, abe ale si nye aƒetɔ le ekpɔm ene; ke dua ƒe tsi menyo o, eye anyigba la tsi ko.” 20 Eye wògblɔ be: “Miɖe dze kɔ ɖe agba yeye me vɛ nam.”","19 And the men of the city said to Elishaʽ “Here, the site of the city is good, as you see, but the water is bad and the country goes childless.” 20 And he said “Fetch me a new saucer, and put salt in it”; and they fetched it to him."
22536,"Eye wotsɔe vɛ nɛ. 21 Eye wòdo yi afi si tsia dzɔ tso hetsɔ dze la kɔ ɖe eme gblɔ be: “Ale Yehowa gblɔe nye esi, ‘Meda gbe le tsi sia ŋu. Magana ame naku alo atsi ko azɔ o.’” 22 Ale tsi la zu tsi nyui va se ɖe egbe sia, le Elisa ƒe nya si wògblɔ la nu.","21 And he went out to where the water gushed out and threw in salt and said “Says Jehovah, I make this water wholesome: there shall no longer be disease and childlessness from it.” 22 And the water became wholesome and remains so to this day, in accordance with the promise given by Elishaʽ."
22537,23 Edze mɔ tso afi ma yina Betel.,23 And he went up from there to Bethel.
22538,"Esi wòle mɔa dzi la, ŋutsuvi sue aɖewo do tso dua me va nɔ alɔme ɖem le eŋu be: “Tabebetɔ, lia toa nàyi! Tabebetɔ, lia toa nàyi!” 24 Enyè kɔ kpɔ wo, eye wòƒo fi de wo le Yehowa ƒe ŋkɔ me.","And as he was on the way up, small boys came out of a city and gibed at him, and said to him “Go up, baldhead; go up, baldhead”; 24 and he turned round and saw them, and cursed them in Jehovah’s name."
22539,Eye sisiblisinɔ eve do tso ave me va vuvu ɖeviawo dometɔ blaene vɔ eve.,And two she-bears came out of the Badlands and mangled forty-two children there.
22540,"25 Eye wòdzo le afi ma yi Karmel To la dzi, emegbe etrɔ tso afi ma yi Samaria.","25 And from Bethel he went to Mount Carmel, and from there back to Samaria."
22541,2 Fiawo,2 Kings
22542,3:1-27,3:1-27
22543,"3 Yehoram, Ahab vi, zu fia ɖe Israel dzi le Samaria le Yuda-fia Yehosafat ƒe ƒe wuienyilia me, eye wòɖu fia ƒe wuieve.","3 And Jehoram the son of Ahab became king over Israel at Samaria in the year eighteen of Jehoshaphat as king of Judah, and he reigned twelve years."
22544,"2 Ewɔ nu si nye vɔ̃ le Yehowa ŋkume, ɖeko mede fofoa alo dadaa tɔ nu o, elabena eɖe Baal ƒe sɔti si fofoa ɖi la ɖa. 3 Ke elé ɖe Yeroboam, Nebat vi, ƒe nu vɔ̃ siwo wòtsɔ he Israel de nu vɔ̃ me la ŋu.","2 And he did what displeased Jehovah, only not like his father and mother: he removed the Baal obelisk that his father had made; 3 only he stuck to the sin of Jeroboam the son of Nebat, who made Israel sin; he did not turn from it."
22545,"Meɖe asi le wo ŋu o. 4 Moab-fia Mesa nye alẽnyila, eye wòxea adzɔ si nye alẽ akpe alafa ɖeka kple agbo akpe alafa ɖeka siwo womeko fu na o la na Israel-fia. 5 Esi Ahab nya ku ko la, Moab-fia dze aglã ɖe Israel-fia ŋu.","4 And King Meshaʽ of Moab was a breeder of short-legged sheep, and had been paying the king of Israel a hundred thousand lambs and a hundred thousand rams in wool; 5 but when Ahab died the king of Moab rebelled against the king of Israel."
22546,"6 Eya ta Fia Yehoram ho tso Samaria ɣemaɣi, eye wòƒo Israel ƒe aʋakɔ blibo la nu ƒu.",6 And King Jehoram went out of Samaria on that day and mustered the Israelites and went.
22547,"7 Azɔ hã, edɔ ame ɖo ɖe Yuda-fia Yehosafat gbɔ be: “Moab-fia dze aglã ɖe ŋunye.","7 And he sent word to King Ahaziah, of Judah “The king of Moab has rebelled against me; will you go to Moab with me for the war?”"
22548,Àho aʋa kplim ɖe Moab ŋua?” Eɖo eŋu be: “Mayi.,"And he said “Yes, I will do the same as you do, my people the same as your people, my ponies the same as your ponies.”"
22549,"Nye kpli wò la, ame ɖekae míenye; nye dukɔ la, wò dukɔe; nye sɔwo la, wò sɔwoe.” 8 Eye Yehosafat gabia be: “Mɔ kae míato ayi?”",8 And he said “Which way shall we go up?” and he said “By way of the wilderness of Edom”; 9 and the king of Israel and the king of Judah and the king of Edom went.
22550,Eɖo eŋu be: “Míato Edom gbedzi mɔ.” 9 Ale Israel-fia kple Yuda-fia kpakple Edom-fia ho yi.,And they made a seven days’ circuit; and there was no water for the army and for the beasts in the rear.
22551,"Esi wozɔ mɔ gɔdɔ̃ɔ ŋkeke adre la, tsi aɖeke meli na aʋakɔ la kple aƒemelã siwo le wo ŋu la o.","10 And the king of Israel said “O, O!"
22552,"10 Eye Israel-fia gblɔ be: “Ewɔ nublanui ŋutɔ be Yehowa yɔ fia etɔ̃ siawo be yeatsɔ wo ade asi na Moab!” 11 Ke Yehosafat bia be: “Ðe Yehowa ƒe nyagblɔɖila aɖeke mele afi sia ne míabia gbe Yehowa to edzi oa?” Eye Israel-fia ƒe dɔlawo dometɔ ɖeka ɖo eŋu be: “Elisa, Safat vi, si dea tsi asi na Eliya, le afi sia.” 12 Eye Yehosafat gblɔ be: “Yehowa ƒe gbe le esi.”","Jehovah has called these three kings to give them into the hands of the Moabites!” 11 And the king of Judah said “Is there no prophet of Jehovah’s here for us to inquire of Jehovah from?” and one of the king of Israel’s officers answered “Elishaʽ the son of Shaphat is here, who poured water on Elijah’s hands.” 12 And the king of Judah said “He has Jehovah’s word with him”; and the king of Israel and the king of Judah and the king of Edom went down to him."
22553,Eya ta Israel-fia kple Yehosafat kpakple Edom-fia yi egbɔ. 13 Eye Elisa gblɔ na Israel-fia be: “Nya kae le nye kpli wò dome?,13 And Elishaʽ said to the king of Israel “What business have you with me? go to your father’s prophets and to your mother’s.”
